serial_no,date,country,type,ref_no,summary,un_region,ohchr_region,alleged_victims,nb_of_replies,replies,vulnerable_groups,women_and_girls,human_rights_defenders,mandate
6232,08 Jul 2013,Philippines,AL,PHL 1/2013,"Alleged harassment and displacement of B’laan indigenous communities in Davao del Sur by members of the Philippine Army. According to the information received, in April 2013, a unit of the Philippine Army landed by helicopter at Sitio Tah Canten, Malawanit, Magsaysay, Davao del Sur, Philippines. Armed confrontations between the New People’s Army (NPA), a Maoist guerrilla organization, and the army battalion ensued. It is alleged that the conflict resulted in the temporary displacement of B’laan indigenous villagers from their houses. In addition, members of the military allegedly harassed and conducted interrogations of B’laan indigenous villagers based on the unsubstantiated suspicion that they were either supporters or members of the NPA.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,0,0,indigenous peoples
6234,08 Jul 2013,India,AL,IND 9/2013,"Alleged recent removal of indigenous consent requirements in the context of infrastructure development projects affecting indigenous forest lands and resources. According to the information received, in February 2013, the Ministry of Environment and Forests allegedly revised previous policy orders that made consent by Gram Sabhas (local village councils) mandatory for projects that involve using forest lands for non-forest purposes such as commercial and development projects and activities. The Ministry of Environment and Forests reportedly created an exemption for consent requirements in the case of modifications to the use of forest lands for the development of what are termed “linear projects”. It is alleged that this consent exemption provision will negatively affect the rights of many indigenous peoples in India who are not “pre-agricultural communities” or “primitive tribal groups” but rather fall under the category of “Forest Dwelling Scheduled Tribes” or “other traditional forest dwellers”. It is feared that the removal of the consent requirement will facilitate the development of potentially damaging projects in traditional forestlands without prior consultation or consent of indigenous peoples.",Asia-Pacific Group,Asia Pacific,0,1,09 Jul 2013,1,0,0,indigenous peoples
6240,04 Jul 2013,India,JAL,IND 8/2013,"Allegations of arbitrary detention and forcible dispersal of women human rights defenders in the context of a peaceful protest in West Bengal. According to the information received, on 13 June 2013, at approximately 7.30 a.m., a group of human rights defenders from the women’s human rights network “Maitree” reportedly held a peaceful demonstration in the proximity of the residence of the Chief Minister of West Bengal. Defenders were protesting against the inadequate response by the Chief Minister to cases of gang-rape and killing of a 20 year old student as she returned home from Kamduni college on 7 June 2013, and of a 14-year-old schoolgirl in the Nadia district shortly after, on 10 June 2013.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,freedom of opinion and expression
6240,04 Jul 2013,India,JAL,IND 8/2013,"Allegations of arbitrary detention and forcible dispersal of women human rights defenders in the context of a peaceful protest in West Bengal. According to the information received, on 13 June 2013, at approximately 7.30 a.m., a group of human rights defenders from the women’s human rights network “Maitree” reportedly held a peaceful demonstration in the proximity of the residence of the Chief Minister of West Bengal. Defenders were protesting against the inadequate response by the Chief Minister to cases of gang-rape and killing of a 20 year old student as she returned home from Kamduni college on 7 June 2013, and of a 14-year-old schoolgirl in the Nadia district shortly after, on 10 June 2013.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,human rights defenders
6240,04 Jul 2013,India,JAL,IND 8/2013,"Allegations of arbitrary detention and forcible dispersal of women human rights defenders in the context of a peaceful protest in West Bengal. According to the information received, on 13 June 2013, at approximately 7.30 a.m., a group of human rights defenders from the women’s human rights network “Maitree” reportedly held a peaceful demonstration in the proximity of the residence of the Chief Minister of West Bengal. Defenders were protesting against the inadequate response by the Chief Minister to cases of gang-rape and killing of a 20 year old student as she returned home from Kamduni college on 7 June 2013, and of a 14-year-old schoolgirl in the Nadia district shortly after, on 10 June 2013.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,violence against women
6240,04 Jul 2013,India,JAL,IND 8/2013,"Allegations of arbitrary detention and forcible dispersal of women human rights defenders in the context of a peaceful protest in West Bengal. According to the information received, on 13 June 2013, at approximately 7.30 a.m., a group of human rights defenders from the women’s human rights network “Maitree” reportedly held a peaceful demonstration in the proximity of the residence of the Chief Minister of West Bengal. Defenders were protesting against the inadequate response by the Chief Minister to cases of gang-rape and killing of a 20 year old student as she returned home from Kamduni college on 7 June 2013, and of a 14-year-old schoolgirl in the Nadia district shortly after, on 10 June 2013.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,freedom of peaceful assembly and of association
6240,04 Jul 2013,India,JAL,IND 8/2013,"Allegations of arbitrary detention and forcible dispersal of women human rights defenders in the context of a peaceful protest in West Bengal. According to the information received, on 13 June 2013, at approximately 7.30 a.m., a group of human rights defenders from the women’s human rights network “Maitree” reportedly held a peaceful demonstration in the proximity of the residence of the Chief Minister of West Bengal. Defenders were protesting against the inadequate response by the Chief Minister to cases of gang-rape and killing of a 20 year old student as she returned home from Kamduni college on 7 June 2013, and of a 14-year-old schoolgirl in the Nadia district shortly after, on 10 June 2013.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,women in law and in practice
6241,03 Jul 2013,South Korea,JAL,KOR 2/2013,"Alleged defamation lawsuit filed by the National Intelligence Service (NIS) against three human rights lawyers for action taken in their professional capacity. According to the information received, the lawyers Messrs Kyung-uk Jang, Yong-min Kim and Seung-bong Yang gave a press conference on 27 April 2013, stating that the criminal charges against their client, who had been accused of espionage by the NIS, were based solely on evidence procured under duress. In response, three employees of the NIS reportedly filed a civil lawsuit against the three lawyers claiming 200,000,000 KRW (about USD 175,000) from each in damages for defamation against the agency. It is reported that the NIS or its agents have previously filed similar lawsuits against those who voiced criticism of the agency. Messrs. Jang, Kim and Yang are all members of the organization MINBYUN - Lawyers for a Democratic Society.",Asia-Pacific Group,Asia Pacific,3,1,15 Nov 2013,0,0,1,freedom of opinion and expression
6241,03 Jul 2013,South Korea,JAL,KOR 2/2013,"Alleged defamation lawsuit filed by the National Intelligence Service (NIS) against three human rights lawyers for action taken in their professional capacity. According to the information received, the lawyers Messrs Kyung-uk Jang, Yong-min Kim and Seung-bong Yang gave a press conference on 27 April 2013, stating that the criminal charges against their client, who had been accused of espionage by the NIS, were based solely on evidence procured under duress. In response, three employees of the NIS reportedly filed a civil lawsuit against the three lawyers claiming 200,000,000 KRW (about USD 175,000) from each in damages for defamation against the agency. It is reported that the NIS or its agents have previously filed similar lawsuits against those who voiced criticism of the agency. Messrs. Jang, Kim and Yang are all members of the organization MINBYUN - Lawyers for a Democratic Society.",Asia-Pacific Group,Asia Pacific,3,1,15 Nov 2013,0,0,1,human rights defenders
6241,03 Jul 2013,South Korea,JAL,KOR 2/2013,"Alleged defamation lawsuit filed by the National Intelligence Service (NIS) against three human rights lawyers for action taken in their professional capacity. According to the information received, the lawyers Messrs Kyung-uk Jang, Yong-min Kim and Seung-bong Yang gave a press conference on 27 April 2013, stating that the criminal charges against their client, who had been accused of espionage by the NIS, were based solely on evidence procured under duress. In response, three employees of the NIS reportedly filed a civil lawsuit against the three lawyers claiming 200,000,000 KRW (about USD 175,000) from each in damages for defamation against the agency. It is reported that the NIS or its agents have previously filed similar lawsuits against those who voiced criticism of the agency. Messrs. Jang, Kim and Yang are all members of the organization MINBYUN - Lawyers for a Democratic Society.",Asia-Pacific Group,Asia Pacific,3,1,15 Nov 2013,0,0,1,independence of judges and lawyers
6251,25 Jun 2013,Bangladesh,JUA,BGD 8/2013,"Alleged enforced disappearance of Mr Anwarul Islam Masum. According to the information received, in the early morning of 4 April 2013, 30 to 40 officers from the Bangladesh Police and the Rapid Action Battalion (RAB) abducted from his home in Rajshahi Mr Anwarul Islam Masum, a university student and the Rajshahi City Office Secretary of Bangladesh Islami Chhatra Shibir (BICS), which is the student wing of Jamaat-e-Islami, an opposition political party. Mr Anwarul Islam Masum was reportedly taken inside a RAB vehicle and driven away to an unknown place. He may be at risk of torture or extra-judicial execution.",Asia-Pacific Group,Asia Pacific,1,1,27 Jun 2013,0,0,0,executions
6251,25 Jun 2013,Bangladesh,JUA,BGD 8/2013,"Alleged enforced disappearance of Mr Anwarul Islam Masum. According to the information received, in the early morning of 4 April 2013, 30 to 40 officers from the Bangladesh Police and the Rapid Action Battalion (RAB) abducted from his home in Rajshahi Mr Anwarul Islam Masum, a university student and the Rajshahi City Office Secretary of Bangladesh Islami Chhatra Shibir (BICS), which is the student wing of Jamaat-e-Islami, an opposition political party. Mr Anwarul Islam Masum was reportedly taken inside a RAB vehicle and driven away to an unknown place. He may be at risk of torture or extra-judicial execution.",Asia-Pacific Group,Asia Pacific,1,1,27 Jun 2013,0,0,0,torture
6251,25 Jun 2013,Bangladesh,JUA,BGD 8/2013,"Alleged enforced disappearance of Mr Anwarul Islam Masum. According to the information received, in the early morning of 4 April 2013, 30 to 40 officers from the Bangladesh Police and the Rapid Action Battalion (RAB) abducted from his home in Rajshahi Mr Anwarul Islam Masum, a university student and the Rajshahi City Office Secretary of Bangladesh Islami Chhatra Shibir (BICS), which is the student wing of Jamaat-e-Islami, an opposition political party. Mr Anwarul Islam Masum was reportedly taken inside a RAB vehicle and driven away to an unknown place. He may be at risk of torture or extra-judicial execution.",Asia-Pacific Group,Asia Pacific,1,1,27 Jun 2013,0,0,0,disappearances
6251,25 Jun 2013,Bangladesh,JUA,BGD 8/2013,"Alleged enforced disappearance of Mr Anwarul Islam Masum. According to the information received, in the early morning of 4 April 2013, 30 to 40 officers from the Bangladesh Police and the Rapid Action Battalion (RAB) abducted from his home in Rajshahi Mr Anwarul Islam Masum, a university student and the Rajshahi City Office Secretary of Bangladesh Islami Chhatra Shibir (BICS), which is the student wing of Jamaat-e-Islami, an opposition political party. Mr Anwarul Islam Masum was reportedly taken inside a RAB vehicle and driven away to an unknown place. He may be at risk of torture or extra-judicial execution.",Asia-Pacific Group,Asia Pacific,1,1,27 Jun 2013,0,0,0,freedom of peaceful assembly and of association
6252,24 Jun 2013,China,JUA,CHN 5/2013,"Alleged incarceration on the basis of a sentence to a four years’ prison term of a student in Huangnan Tibetan Autonomous Prefecture, for leading a peaceful protest in November 2012. According to the information received, Mr Wangchuk Dorje, a student of the Middle School of Nationalities, was recently sentenced to four years’ imprisonment as one of the main organizers of peaceful student demonstrations which took place on 9 November 2012 in Tongren county, Huangnan Tibetan Autonomous Prefecture. The peaceful protestors demanded, inter alia, freedom to study the Tibetan language, equality between nationalities, and the return of the Dalai Lama. A number of students were physically assaulted by law enforcement authorities, and some had to be treated in hospitals for injuries.",Asia-Pacific Group,Asia Pacific,1,1,01 Aug 2013,0,0,1,arbitrary detention
6252,24 Jun 2013,China,JUA,CHN 5/2013,"Alleged incarceration on the basis of a sentence to a four years’ prison term of a student in Huangnan Tibetan Autonomous Prefecture, for leading a peaceful protest in November 2012. According to the information received, Mr Wangchuk Dorje, a student of the Middle School of Nationalities, was recently sentenced to four years’ imprisonment as one of the main organizers of peaceful student demonstrations which took place on 9 November 2012 in Tongren county, Huangnan Tibetan Autonomous Prefecture. The peaceful protestors demanded, inter alia, freedom to study the Tibetan language, equality between nationalities, and the return of the Dalai Lama. A number of students were physically assaulted by law enforcement authorities, and some had to be treated in hospitals for injuries.",Asia-Pacific Group,Asia Pacific,1,1,01 Aug 2013,0,0,1,freedom of opinion and expression
6252,24 Jun 2013,China,JUA,CHN 5/2013,"Alleged incarceration on the basis of a sentence to a four years’ prison term of a student in Huangnan Tibetan Autonomous Prefecture, for leading a peaceful protest in November 2012. According to the information received, Mr Wangchuk Dorje, a student of the Middle School of Nationalities, was recently sentenced to four years’ imprisonment as one of the main organizers of peaceful student demonstrations which took place on 9 November 2012 in Tongren county, Huangnan Tibetan Autonomous Prefecture. The peaceful protestors demanded, inter alia, freedom to study the Tibetan language, equality between nationalities, and the return of the Dalai Lama. A number of students were physically assaulted by law enforcement authorities, and some had to be treated in hospitals for injuries.",Asia-Pacific Group,Asia Pacific,1,1,01 Aug 2013,0,0,1,human rights defenders
6252,24 Jun 2013,China,JUA,CHN 5/2013,"Alleged incarceration on the basis of a sentence to a four years’ prison term of a student in Huangnan Tibetan Autonomous Prefecture, for leading a peaceful protest in November 2012. According to the information received, Mr Wangchuk Dorje, a student of the Middle School of Nationalities, was recently sentenced to four years’ imprisonment as one of the main organizers of peaceful student demonstrations which took place on 9 November 2012 in Tongren county, Huangnan Tibetan Autonomous Prefecture. The peaceful protestors demanded, inter alia, freedom to study the Tibetan language, equality between nationalities, and the return of the Dalai Lama. A number of students were physically assaulted by law enforcement authorities, and some had to be treated in hospitals for injuries.",Asia-Pacific Group,Asia Pacific,1,1,01 Aug 2013,0,0,1,freedom of peaceful assembly and of association
6258,20 Jun 2013,Myanmar,JUA,MMR 10/2013,"Allegations of continuous targeting of human rights activists, including peaceful demonstrators, defending and promoting economic and social rights in Myanmar. According to the information received, several human rights activists, including peaceful protestors, have recently been charged, inter alia, under Section 18 of the Peaceful Demonstration and Gathering Act and sentenced to prison terms, for organizing without permission protests in support of local farmers affected by mining activities or other economic activities in different parts of the country.",Asia-Pacific Group,Asia Pacific,17,2,16 Aug 2013,0,0,1,arbitrary detention
6258,20 Jun 2013,Myanmar,JUA,MMR 10/2013,"Allegations of continuous targeting of human rights activists, including peaceful demonstrators, defending and promoting economic and social rights in Myanmar. According to the information received, several human rights activists, including peaceful protestors, have recently been charged, inter alia, under Section 18 of the Peaceful Demonstration and Gathering Act and sentenced to prison terms, for organizing without permission protests in support of local farmers affected by mining activities or other economic activities in different parts of the country.",Asia-Pacific Group,Asia Pacific,17,2,16 Aug 2013,0,0,1,freedom of opinion and expression
6258,20 Jun 2013,Myanmar,JUA,MMR 10/2013,"Allegations of continuous targeting of human rights activists, including peaceful demonstrators, defending and promoting economic and social rights in Myanmar. According to the information received, several human rights activists, including peaceful protestors, have recently been charged, inter alia, under Section 18 of the Peaceful Demonstration and Gathering Act and sentenced to prison terms, for organizing without permission protests in support of local farmers affected by mining activities or other economic activities in different parts of the country.",Asia-Pacific Group,Asia Pacific,17,2,16 Aug 2013,0,0,1,human rights defenders
6258,20 Jun 2013,Myanmar,JUA,MMR 10/2013,"Allegations of continuous targeting of human rights activists, including peaceful demonstrators, defending and promoting economic and social rights in Myanmar. According to the information received, several human rights activists, including peaceful protestors, have recently been charged, inter alia, under Section 18 of the Peaceful Demonstration and Gathering Act and sentenced to prison terms, for organizing without permission protests in support of local farmers affected by mining activities or other economic activities in different parts of the country.",Asia-Pacific Group,Asia Pacific,17,2,16 Aug 2013,0,0,1,myanmar
6258,20 Jun 2013,Myanmar,JUA,MMR 10/2013,"Allegations of continuous targeting of human rights activists, including peaceful demonstrators, defending and promoting economic and social rights in Myanmar. According to the information received, several human rights activists, including peaceful protestors, have recently been charged, inter alia, under Section 18 of the Peaceful Demonstration and Gathering Act and sentenced to prison terms, for organizing without permission protests in support of local farmers affected by mining activities or other economic activities in different parts of the country.",Asia-Pacific Group,Asia Pacific,17,2,16 Aug 2013,0,0,1,freedom of peaceful assembly and of association
6260,19 Jun 2013,Malaysia,JUA,MYS 5/2013,"Allegations of new instances of harassment and arrest of activists and political leaders participating in demonstrations following the conclusion of the general election held on 5 May 2013. According to the information received, on 27 May 2013, six opposition leaders, Messrs Ong Eu Leong, Thomas Su, Mohammad Anuar Zakaria, Nazree Yunus, R. Yuneswaran, and Kamarulzaman Md Yunus, were reportedly charged under Section 9(1) of the Peaceful Assembly Act for organizing rallies against alleged electoral irregularities during the general election of 5 May 2013. On 28 May 2013, Mr Hishamuddin Rais, a political activist affiliated to Bersih 2.0, was charged under Section 4(1)(b) of the Sedition Act after he reportedly made a seditious statement at a public forum in Kuala Lumpur on 13 May 2013. On 5 June 2013, Mr Badrul Hisham Shaharin, a political leader, was charged under Section 9(1) of the Peaceful Assembly Act because he allegedly failed to notify the police about a rally he had organized on 25 May 2013 in Petaling Jaya. On 15 June 2013, 15 activists were arrested under Section 9(1) of the Peaceful Assembly Act, and investigated under Section 9(5) of the same Act, after taking part in a peaceful flash mob in Kuala Lumpur, with a view to informing the public of the date of a forthcoming rally scheduled for 22 June 2013.",Asia-Pacific Group,Asia Pacific,23,0,NA,0,0,1,freedom of opinion and expression
6260,19 Jun 2013,Malaysia,JUA,MYS 5/2013,"Allegations of new instances of harassment and arrest of activists and political leaders participating in demonstrations following the conclusion of the general election held on 5 May 2013. According to the information received, on 27 May 2013, six opposition leaders, Messrs Ong Eu Leong, Thomas Su, Mohammad Anuar Zakaria, Nazree Yunus, R. Yuneswaran, and Kamarulzaman Md Yunus, were reportedly charged under Section 9(1) of the Peaceful Assembly Act for organizing rallies against alleged electoral irregularities during the general election of 5 May 2013. On 28 May 2013, Mr Hishamuddin Rais, a political activist affiliated to Bersih 2.0, was charged under Section 4(1)(b) of the Sedition Act after he reportedly made a seditious statement at a public forum in Kuala Lumpur on 13 May 2013. On 5 June 2013, Mr Badrul Hisham Shaharin, a political leader, was charged under Section 9(1) of the Peaceful Assembly Act because he allegedly failed to notify the police about a rally he had organized on 25 May 2013 in Petaling Jaya. On 15 June 2013, 15 activists were arrested under Section 9(1) of the Peaceful Assembly Act, and investigated under Section 9(5) of the same Act, after taking part in a peaceful flash mob in Kuala Lumpur, with a view to informing the public of the date of a forthcoming rally scheduled for 22 June 2013.",Asia-Pacific Group,Asia Pacific,23,0,NA,0,0,1,human rights defenders
6260,19 Jun 2013,Malaysia,JUA,MYS 5/2013,"Allegations of new instances of harassment and arrest of activists and political leaders participating in demonstrations following the conclusion of the general election held on 5 May 2013. According to the information received, on 27 May 2013, six opposition leaders, Messrs Ong Eu Leong, Thomas Su, Mohammad Anuar Zakaria, Nazree Yunus, R. Yuneswaran, and Kamarulzaman Md Yunus, were reportedly charged under Section 9(1) of the Peaceful Assembly Act for organizing rallies against alleged electoral irregularities during the general election of 5 May 2013. On 28 May 2013, Mr Hishamuddin Rais, a political activist affiliated to Bersih 2.0, was charged under Section 4(1)(b) of the Sedition Act after he reportedly made a seditious statement at a public forum in Kuala Lumpur on 13 May 2013. On 5 June 2013, Mr Badrul Hisham Shaharin, a political leader, was charged under Section 9(1) of the Peaceful Assembly Act because he allegedly failed to notify the police about a rally he had organized on 25 May 2013 in Petaling Jaya. On 15 June 2013, 15 activists were arrested under Section 9(1) of the Peaceful Assembly Act, and investigated under Section 9(5) of the same Act, after taking part in a peaceful flash mob in Kuala Lumpur, with a view to informing the public of the date of a forthcoming rally scheduled for 22 June 2013.",Asia-Pacific Group,Asia Pacific,23,0,NA,0,0,1,freedom of peaceful assembly and of association
6263,14 Jun 2013,Bangladesh,JUA,BGD 7/2013,"Alleged enforced disappearance and risk of torture of Mr Nazrul Islam, an opposition party member. According to the information received, during the night of 11 April 2013, Mr Nazrul Islam, the Joypurhat District Secretary of Jamaat-e-Islami, a political party belonging to a multi-party opposition alliance, was allegedly abducted from his home in Saheb Parha, Joypurhat District. It is reported that the alleged perpetrators identified themselves as being “from the administration” and took Mr Islam on a minibus to an unknown location. At the time of transmission of this communication, the fate and whereabouts of Mr Islam remained unknown.",Asia-Pacific Group,Asia Pacific,1,1,20 Jun 2013,0,0,0,torture
6263,14 Jun 2013,Bangladesh,JUA,BGD 7/2013,"Alleged enforced disappearance and risk of torture of Mr Nazrul Islam, an opposition party member. According to the information received, during the night of 11 April 2013, Mr Nazrul Islam, the Joypurhat District Secretary of Jamaat-e-Islami, a political party belonging to a multi-party opposition alliance, was allegedly abducted from his home in Saheb Parha, Joypurhat District. It is reported that the alleged perpetrators identified themselves as being “from the administration” and took Mr Islam on a minibus to an unknown location. At the time of transmission of this communication, the fate and whereabouts of Mr Islam remained unknown.",Asia-Pacific Group,Asia Pacific,1,1,20 Jun 2013,0,0,0,disappearances
6263,14 Jun 2013,Bangladesh,JUA,BGD 7/2013,"Alleged enforced disappearance and risk of torture of Mr Nazrul Islam, an opposition party member. According to the information received, during the night of 11 April 2013, Mr Nazrul Islam, the Joypurhat District Secretary of Jamaat-e-Islami, a political party belonging to a multi-party opposition alliance, was allegedly abducted from his home in Saheb Parha, Joypurhat District. It is reported that the alleged perpetrators identified themselves as being “from the administration” and took Mr Islam on a minibus to an unknown location. At the time of transmission of this communication, the fate and whereabouts of Mr Islam remained unknown.",Asia-Pacific Group,Asia Pacific,1,1,20 Jun 2013,0,0,0,freedom of peaceful assembly and of association
6266,13 Jun 2013,Nepal,JUA,NPL 3/2013,"Allegations of violent dispersal by law enforcement authorities of peaceful demonstrations organized by Kamlari activists in Nepal. According to the information received, from 31 May to 4 June, the police violently dispersed a series of peaceful protests held in Kathmandu, Dang, Kailai and Kanchanpur. The mentioned protests were organized by freed Kamlari activists to ensure accountability for the killing of a 12-year old Kamlari girl in Dang in March 2013. Moreover, Kamlari activists were protesting more generally against the Kamaiya traditional system of bonded labour in place in several parts of Nepal. In the course of the police operations, police officers injured many and sexually assaulted some protestors. The police also detained groups of protestors for several hours.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,freedom of opinion and expression
6266,13 Jun 2013,Nepal,JUA,NPL 3/2013,"Allegations of violent dispersal by law enforcement authorities of peaceful demonstrations organized by Kamlari activists in Nepal. According to the information received, from 31 May to 4 June, the police violently dispersed a series of peaceful protests held in Kathmandu, Dang, Kailai and Kanchanpur. The mentioned protests were organized by freed Kamlari activists to ensure accountability for the killing of a 12-year old Kamlari girl in Dang in March 2013. Moreover, Kamlari activists were protesting more generally against the Kamaiya traditional system of bonded labour in place in several parts of Nepal. In the course of the police operations, police officers injured many and sexually assaulted some protestors. The police also detained groups of protestors for several hours.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,human rights defenders
6266,13 Jun 2013,Nepal,JUA,NPL 3/2013,"Allegations of violent dispersal by law enforcement authorities of peaceful demonstrations organized by Kamlari activists in Nepal. According to the information received, from 31 May to 4 June, the police violently dispersed a series of peaceful protests held in Kathmandu, Dang, Kailai and Kanchanpur. The mentioned protests were organized by freed Kamlari activists to ensure accountability for the killing of a 12-year old Kamlari girl in Dang in March 2013. Moreover, Kamlari activists were protesting more generally against the Kamaiya traditional system of bonded labour in place in several parts of Nepal. In the course of the police operations, police officers injured many and sexually assaulted some protestors. The police also detained groups of protestors for several hours.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,torture
6266,13 Jun 2013,Nepal,JUA,NPL 3/2013,"Allegations of violent dispersal by law enforcement authorities of peaceful demonstrations organized by Kamlari activists in Nepal. According to the information received, from 31 May to 4 June, the police violently dispersed a series of peaceful protests held in Kathmandu, Dang, Kailai and Kanchanpur. The mentioned protests were organized by freed Kamlari activists to ensure accountability for the killing of a 12-year old Kamlari girl in Dang in March 2013. Moreover, Kamlari activists were protesting more generally against the Kamaiya traditional system of bonded labour in place in several parts of Nepal. In the course of the police operations, police officers injured many and sexually assaulted some protestors. The police also detained groups of protestors for several hours.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,violence against women
6266,13 Jun 2013,Nepal,JUA,NPL 3/2013,"Allegations of violent dispersal by law enforcement authorities of peaceful demonstrations organized by Kamlari activists in Nepal. According to the information received, from 31 May to 4 June, the police violently dispersed a series of peaceful protests held in Kathmandu, Dang, Kailai and Kanchanpur. The mentioned protests were organized by freed Kamlari activists to ensure accountability for the killing of a 12-year old Kamlari girl in Dang in March 2013. Moreover, Kamlari activists were protesting more generally against the Kamaiya traditional system of bonded labour in place in several parts of Nepal. In the course of the police operations, police officers injured many and sexually assaulted some protestors. The police also detained groups of protestors for several hours.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,freedom of peaceful assembly and of association
6266,13 Jun 2013,Nepal,JUA,NPL 3/2013,"Allegations of violent dispersal by law enforcement authorities of peaceful demonstrations organized by Kamlari activists in Nepal. According to the information received, from 31 May to 4 June, the police violently dispersed a series of peaceful protests held in Kathmandu, Dang, Kailai and Kanchanpur. The mentioned protests were organized by freed Kamlari activists to ensure accountability for the killing of a 12-year old Kamlari girl in Dang in March 2013. Moreover, Kamlari activists were protesting more generally against the Kamaiya traditional system of bonded labour in place in several parts of Nepal. In the course of the police operations, police officers injured many and sexually assaulted some protestors. The police also detained groups of protestors for several hours.",Asia-Pacific Group,Asia Pacific,0,0,NA,1,1,1,women in law and in practice
6271,12 Jun 2013,China,JUA,CHN 4/2013,"Allegations of sentencing of eight student protestors to prison terms following their participation in peaceful demonstrations in the Tibet Autonomous Region in November 2012. According to the information received, following a peaceful protest that called for, inter alia, equality among nationalities, and respect for and freedom to study the Tibetan language,  the Gonghe County People’s Court, on 10 April 2013, handed down prison sentences to  the following student protestors from the Tsolho Technical School for “illegally holding demonstration” and “causing harm to social stability”: Mr Sangye Bum was sentenced to four years in prison; Messrs Kunsang Bum, Lhaten and Jampa Tsering were sentenced to three years and six months in prison; Messrs Wangyal Tsering and Choekyong Kyap were sentenced to three years and three months in prison; and Messrs Tsering Tashi and Dola were sentenced to three years in prison.",Asia-Pacific Group,Asia Pacific,8,1,12 Jul 2013,0,0,1,arbitrary detention
6271,12 Jun 2013,China,JUA,CHN 4/2013,"Allegations of sentencing of eight student protestors to prison terms following their participation in peaceful demonstrations in the Tibet Autonomous Region in November 2012. According to the information received, following a peaceful protest that called for, inter alia, equality among nationalities, and respect for and freedom to study the Tibetan language,  the Gonghe County People’s Court, on 10 April 2013, handed down prison sentences to  the following student protestors from the Tsolho Technical School for “illegally holding demonstration” and “causing harm to social stability”: Mr Sangye Bum was sentenced to four years in prison; Messrs Kunsang Bum, Lhaten and Jampa Tsering were sentenced to three years and six months in prison; Messrs Wangyal Tsering and Choekyong Kyap were sentenced to three years and three months in prison; and Messrs Tsering Tashi and Dola were sentenced to three years in prison.",Asia-Pacific Group,Asia Pacific,8,1,12 Jul 2013,0,0,1,freedom of opinion and expression
6271,12 Jun 2013,China,JUA,CHN 4/2013,"Allegations of sentencing of eight student protestors to prison terms following their participation in peaceful demonstrations in the Tibet Autonomous Region in November 2012. According to the information received, following a peaceful protest that called for, inter alia, equality among nationalities, and respect for and freedom to study the Tibetan language,  the Gonghe County People’s Court, on 10 April 2013, handed down prison sentences to  the following student protestors from the Tsolho Technical School for “illegally holding demonstration” and “causing harm to social stability”: Mr Sangye Bum was sentenced to four years in prison; Messrs Kunsang Bum, Lhaten and Jampa Tsering were sentenced to three years and six months in prison; Messrs Wangyal Tsering and Choekyong Kyap were sentenced to three years and three months in prison; and Messrs Tsering Tashi and Dola were sentenced to three years in prison.",Asia-Pacific Group,Asia Pacific,8,1,12 Jul 2013,0,0,1,human rights defenders
6271,12 Jun 2013,China,JUA,CHN 4/2013,"Allegations of sentencing of eight student protestors to prison terms following their participation in peaceful demonstrations in the Tibet Autonomous Region in November 2012. According to the information received, following a peaceful protest that called for, inter alia, equality among nationalities, and respect for and freedom to study the Tibetan language,  the Gonghe County People’s Court, on 10 April 2013, handed down prison sentences to  the following student protestors from the Tsolho Technical School for “illegally holding demonstration” and “causing harm to social stability”: Mr Sangye Bum was sentenced to four years in prison; Messrs Kunsang Bum, Lhaten and Jampa Tsering were sentenced to three years and six months in prison; Messrs Wangyal Tsering and Choekyong Kyap were sentenced to three years and three months in prison; and Messrs Tsering Tashi and Dola were sentenced to three years in prison.",Asia-Pacific Group,Asia Pacific,8,1,12 Jul 2013,0,0,1,freedom of peaceful assembly and of association
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,human rights defenders
