dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,duplicate
Employment,Combined rate of unemployment and potential labour force (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,11.601513240857503,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06516066409487539,FALSE
Employment,Inactivity rate (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,30.558183538315987,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.13374944313023404,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,7.317073170731707,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.049658758504446184,FALSE
Employment,Youth unemployment rate (18-35years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,6.079027355623101,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.045179277165388484,FALSE
Employment,NEET rate (15-24 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,17.26618705035971,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.08565651353101929,FALSE
Employment,NEET rate (18-35 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,4.962779156327544,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04114048238293323,FALSE
Employment,Labour force participation rate (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,64.07119021134594,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2550057699765751,FALSE
Employment,Employment-to-population ratio (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,60.40044493882091,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24172432695722473,FALSE
Employment,Unemployment rate (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.729166666666666,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04391341575030609,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,14.488188976377952,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07560519686690384,FALSE
Employment,Inactivity rate (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,35.92880978865406,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1531813734948889,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,8.955223880597014,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0555858941934934,FALSE
Employment,Youth unemployment rate (18-35years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,8.264462809917356,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05308659143094935,FALSE
Employment,NEET rate (15-24 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,19.35483870967742,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09321364592267056,FALSE
Employment,NEET rate (18-35 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,26.9,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1205134508149601,FALSE
Employment,Labour force participation rate (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,68.88168557536467,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.27241104202044947,FALSE
Employment,Employment-to-population ratio (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,65.80226904376013,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.2612691369954741,FALSE
Employment,Unemployment rate (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,4.470588235294118,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.03935964356492111,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.875536480686694,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.0697703184862519,FALSE
Employment,Inactivity rate (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,31.118314424635336,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.13577610145101454,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,8.51063829787234,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05397730039419643,FALSE
Employment,Youth unemployment rate (18-35years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.978260869565218,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04481468517017294,FALSE
Employment,NEET rate (15-24 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,19.791666666666664,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.09479417118097078,FALSE
Employment,NEET rate (18-35 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,6.607929515418502,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.047092944112183156,FALSE
Employment,Labour force participation rate (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,63.49809885931559,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25293221826656015,FALSE
Employment,Employment-to-population ratio (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,59.885931558935354,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2398627213076061,FALSE
Employment,Unemployment rate (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.688622754491018,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04376672029220038,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,16,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0810752119389249,FALSE
Employment,Inactivity rate (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,36.50190114068441,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15525492520490386,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.121212121212121,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06704103185515368,FALSE
Employment,Youth unemployment rate (18-35years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,8.59375,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05427801407877482,FALSE
Employment,NEET rate (15-24 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,23.170731707317074,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10702026056178092,FALSE
Employment,NEET rate (18-35 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,25.7,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11617162635154339,FALSE
Employment,Labour force participation rate (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,52.088167053364266,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.2116489507323968,FALSE
Employment,Employment-to-population ratio (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,49.651972157772626,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.20283434190295452,FALSE
Employment,Unemployment rate (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,4.67706013363029,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04010669751425785,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,28.785357737104828,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.12733502776933825,FALSE
Employment,Inactivity rate (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,47.91183294663573,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.19653819273906717,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,20.454545454545457,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.09719259062888091,FALSE
Employment,Youth unemployment rate (18-35years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.88235294117647,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04446767234541137,FALSE
Employment,NEET rate (15-24 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,36.58536585365854,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.15555691614875644,FALSE
Employment,NEET rate (18-35 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,10.559006211180124,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06138867865759442,FALSE
Employment,Labour force participation rate (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,47.91403286978508,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1965461524725234,FALSE
Employment,Employment-to-population ratio (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,45.259165613147914,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1869403461375307,FALSE
Employment,Unemployment rate (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.540897097625329,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04323222123315559,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,32.580037664783426,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14106488955336433,FALSE
Employment,Inactivity rate (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,52.08596713021492,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21164099099894057,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,25,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1136388954145503,FALSE
Employment,Youth unemployment rate (18-35years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,7.6923076923076925,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05101642719219376,FALSE
Employment,NEET rate (15-24 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,39.130434782608695,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16476545159608777,FALSE
Employment,NEET rate (18-35 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,43.1,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17912808107108585,FALSE
Employment,Labour force participation rate (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,48.34437086092716,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.198103195820422,FALSE
Employment,Employment-to-population ratio (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,42.60485651214128,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.17733655931401382,FALSE
Employment,Unemployment rate (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,11.87214611872146,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06613986446963754,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,28.782287822878228,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.12732392024543018,FALSE
Employment,Inactivity rate (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,51.65562913907284,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.21008394765104205,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,31.70731707317073,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.13790722320803808,FALSE
Employment,Youth unemployment rate (18-35years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.727272727272727,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06923387249324293,FALSE
Employment,NEET rate (15-24 years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,47.19101123595505,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.1939301249580711,FALSE
Employment,NEET rate (18-35 years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,15.706806282722512,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.08001438222709534,FALSE
Employment,Labour force participation rate (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,43.47826086956522,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1804966996519455,FALSE
Employment,Employment-to-population ratio (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,37.19806763285024,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1577737857934844,FALSE
Employment,Unemployment rate (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,14.444444444444443,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07544692096782915,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,33.62068965517241,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1448301631115095,FALSE
Employment,Inactivity rate (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,56.52173913043478,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22769044381951853,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,37.142857142857146,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15757402391340997,FALSE
Employment,Youth unemployment rate (18-35years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,17.073170731707318,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08495814438588295,FALSE
Employment,NEET rate (15-24 years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,50.602409638554214,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20627320249045925,FALSE
Employment,NEET rate (18-35 years) (%),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,54,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21856631994712108,FALSE
Employment,Labour force participation rate (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,55.97667638483965,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.22571830485041686,FALSE
Employment,Employment-to-population ratio (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,53.93586005830904,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.21833424964052442,FALSE
Employment,Unemployment rate (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,3.6458333333333335,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.03637552605687429,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,22.268907563025213,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.10375729211895904,FALSE
Employment,Inactivity rate (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,44.02332361516035,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.18246883862104718,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,10.714285714285714,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.061950508945303615,FALSE
Employment,Youth unemployment rate (18-35years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.88235294117647,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04446767234541137,FALSE
Employment,NEET rate (15-24 years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,28.846153846153843,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.12755499946396287,FALSE
Employment,NEET rate (18-35 years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,9.022556390977442,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05582951581078757,FALSE
Employment,Labour force participation rate (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,46.45390070921986,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1912631211937204,FALSE
Employment,Employment-to-population ratio (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,43.97163120567376,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18228180581431233,FALSE
Employment,Unemployment rate (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.343511450381679,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04251804303988074,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,29.943502824858758,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13152541333116816,FALSE
Employment,Inactivity rate (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,53.54609929078015,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2169240222777436,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,15,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07745702488607763,FALSE
Employment,Youth unemployment rate (18-35years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,9.375,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.057104722713811756,FALSE
Employment,NEET rate (15-24 years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,34.090909090909086,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14653150498588907,FALSE
Employment,NEET rate (18-35 years) (%),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,35.8,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1527153155853008,FALSE
Employment,Labour force participation rate (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,60.33379058070416,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.24148315902167083,FALSE
Employment,Employment-to-population ratio (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,58.34476451760402,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.23428649067238613,FALSE
Employment,Unemployment rate (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,3.296703296703297,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.0351123082785794,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.15146299483649,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06715048517443868,FALSE
Employment,Inactivity rate (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,39.66620941929584,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.16670398444979317,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,7.165109034267912,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04910892383339577,FALSE
Employment,Youth unemployment rate (18-35years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,3.978159126365054,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.03757794293854885,FALSE
Employment,NEET rate (15-24 years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,18.43088418430884,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.08987060562156235,FALSE
Employment,NEET rate (18-35 years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.839416058394161,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.044312318672038796,FALSE
Employment,Labour force participation rate (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,52.0490660719264,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2115074760676047,FALSE
Employment,Employment-to-population ratio (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,49.62364092556454,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.202731834205388,FALSE
Employment,Unemployment rate (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,4.6598821638993035,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04004454440658299,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,16.51031894934334,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0829216413542616,FALSE
Employment,Inactivity rate (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,47.950933928073596,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19667966740385928,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,10.36036036036036,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.060669940812056525,FALSE
Employment,Youth unemployment rate (18-35years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,6.505102040816327,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0467208950749006,FALSE
Employment,NEET rate (15-24 years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,21.022727272727273,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0992483787270896,FALSE
Employment,NEET rate (18-35 years) (%),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,34.2,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1469262163007452,FALSE
Employment,Labour force participation rate (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,73.47417840375586,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.28902754011242837,FALSE
Employment,Employment-to-population ratio (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,69.71830985915493,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.275438105172157,FALSE
Employment,Unemployment rate (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.111821086261981,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.041679743964153367,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.389380530973451,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06801131532333476,FALSE
Employment,Inactivity rate (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,26.525821596244132,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.11915960335903558,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.5,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06841155725395946,FALSE
Employment,Youth unemployment rate (18-35years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,7.361963190184049,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.049821178991630716,FALSE
Employment,NEET rate (15-24 years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,27.941176470588236,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.12428062204057169,FALSE
Employment,NEET rate (18-35 years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,8.542713567839195,19,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05409335472070709,FALSE
Employment,Labour force participation rate (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,68.16901408450704,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.26983246325929505,FALSE
Employment,Employment-to-population ratio (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,63.66197183098592,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2535251413309694,FALSE
Employment,Unemployment rate (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,6.6115702479338845,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0471061169634332,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,15.671641791044777,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.079887150518587,FALSE
Employment,Inactivity rate (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,31.83098591549296,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13835468021216898,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,15,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07745702488607763,FALSE
Employment,Youth unemployment rate (18-35years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,11.009174311926607,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06301747105132019,FALSE
