country,year,status,sub_indicator,score,sub_indicator_text,sub_index_group
Myanmar,2019,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Myanmar,2019,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Myanmar,2019,NF,c8,1,Cyberattacks,C. Violation of user rights
Myanmar,2019,NF,c_violations_of_user_rights,10,c_violations_of_user_rights,aggregation
Myanmar,2019,NF,total_country_score,36,total_country_score,aggregation
Myanmar,2018,NF,a_obstacles_to_access,10,a_obstacles_to_access,aggregation
Myanmar,2018,NF,b_limits_on_content,16,b_limits_on_content,aggregation
Myanmar,2018,NF,c_violations_of_user_rights,10,c_violations_of_user_rights,aggregation
Myanmar,2018,NF,total_country_score,36,total_country_score,aggregation
Myanmar,2017,NF,a_obstacles_to_access,8,a_obstacles_to_access,aggregation
Myanmar,2017,NF,b_limits_on_content,18,b_limits_on_content,aggregation
Myanmar,2017,NF,c_violations_of_user_rights,11,c_violations_of_user_rights,aggregation
Myanmar,2017,NF,total_country_score,37,total_country_score,aggregation
Myanmar,2016,NF,a_obstacles_to_access,8,a_obstacles_to_access,aggregation
Myanmar,2016,NF,b_limits_on_content,18,b_limits_on_content,aggregation
Myanmar,2016,NF,c_violations_of_user_rights,13,c_violations_of_user_rights,aggregation
Myanmar,2016,NF,total_country_score,39,total_country_score,aggregation
Myanmar,2015,NF,a_obstacles_to_access,7,a_obstacles_to_access,aggregation
Myanmar,2015,NF,b_limits_on_content,18,b_limits_on_content,aggregation
Myanmar,2015,NF,c_violations_of_user_rights,12,c_violations_of_user_rights,aggregation
Myanmar,2015,NF,total_country_score,37,total_country_score,aggregation
Myanmar,2014,PF,a_obstacles_to_access,6,a_obstacles_to_access,aggregation
Myanmar,2014,PF,b_limits_on_content,19,b_limits_on_content,aggregation
Myanmar,2014,PF,c_violations_of_user_rights,15,c_violations_of_user_rights,aggregation
Myanmar,2014,PF,total_country_score,40,total_country_score,aggregation
Myanmar,2013,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Myanmar,2013,NF,b_limits_on_content,19,b_limits_on_content,aggregation
Myanmar,2013,NF,c_violations_of_user_rights,14,c_violations_of_user_rights,aggregation
Myanmar,2013,NF,total_country_score,38,total_country_score,aggregation
Myanmar,2012,NF,a_obstacles_to_access,3,a_obstacles_to_access,aggregation
Myanmar,2012,NF,b_limits_on_content,12,b_limits_on_content,aggregation
Myanmar,2012,NF,c_violations_of_user_rights,10,c_violations_of_user_rights,aggregation
Myanmar,2012,NF,total_country_score,25,total_country_score,aggregation
Myanmar,2011,NF,a_obstacles_to_access,2,a_obstacles_to_access,aggregation
Myanmar,2011,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Myanmar,2011,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Myanmar,2011,NF,total_country_score,12,total_country_score,aggregation
Pakistan,2023,NF,a1,1,Infrastructural limitations,A. Obstructions to access
Pakistan,2023,NF,a2,0,Internet accesibility,A. Obstructions to access
Pakistan,2023,NF,a3,1,Government restrictions,A. Obstructions to access
Pakistan,2023,NF,a4,3,Service provider diversity,A. Obstructions to access
Pakistan,2023,NF,a5,0,Regulatory failure,A. Obstructions to access
Pakistan,2023,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2023,NF,b1,1,Blocked content,B. Limits on content
Pakistan,2023,NF,b2,1,Forced content deletion,B. Limits on content
Pakistan,2023,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Pakistan,2023,NF,b4,1,Self-censorship,B. Limits on content
Pakistan,2023,NF,b5,2,Information control and manipulation,B. Limits on content
Pakistan,2023,NF,b6,2,Constraints on publishing,B. Limits on content
Pakistan,2023,NF,b7,2,Lack diversity and reliability,B. Limits on content
Pakistan,2023,NF,b8,3,Constraints on communities,B. Limits on content
Pakistan,2023,NF,b_limits_on_content,13,b_limits_on_content,aggregation
Pakistan,2023,NF,c1,2,Legal protections,C. Violation of user rights
Pakistan,2023,NF,c2,0,Criminalised online activities,C. Violation of user rights
Pakistan,2023,NF,c3,1,Individuals penalised,C. Violation of user rights
Pakistan,2023,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Pakistan,2023,NF,c5,1,State infringement of privacy,C. Violation of user rights
Pakistan,2023,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Pakistan,2023,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Pakistan,2023,NF,c8,1,Cyberattacks,C. Violation of user rights
Pakistan,2023,NF,c_violations_of_user_rights,8,c_violations_of_user_rights,aggregation
Pakistan,2023,NF,total_country_score,26,total_country_score,aggregation
Pakistan,2022,NF,a1,1,Infrastructural limitations,A. Obstructions to access
Pakistan,2022,NF,a2,0,Internet accesibility,A. Obstructions to access
Pakistan,2022,NF,a3,2,Government restrictions,A. Obstructions to access
Pakistan,2022,NF,a4,3,Service provider diversity,A. Obstructions to access
Pakistan,2022,NF,a5,0,Regulatory failure,A. Obstructions to access
Pakistan,2022,NF,a_obstacles_to_access,6,a_obstacles_to_access,aggregation
Pakistan,2022,NF,b1,1,Blocked content,B. Limits on content
Pakistan,2022,NF,b2,1,Forced content deletion,B. Limits on content
Pakistan,2022,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Pakistan,2022,NF,b4,1,Self-censorship,B. Limits on content
Pakistan,2022,NF,b5,2,Information control and manipulation,B. Limits on content
Pakistan,2022,NF,b6,2,Constraints on publishing,B. Limits on content
Pakistan,2022,NF,b7,2,Lack diversity and reliability,B. Limits on content
Pakistan,2022,NF,b8,3,Constraints on communities,B. Limits on content
Pakistan,2022,NF,b_limits_on_content,13,b_limits_on_content,aggregation
Pakistan,2022,NF,c1,2,Legal protections,C. Violation of user rights
Pakistan,2022,NF,c2,0,Criminalised online activities,C. Violation of user rights
Pakistan,2022,NF,c3,1,Individuals penalised,C. Violation of user rights
Pakistan,2022,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Pakistan,2022,NF,c5,1,State infringement of privacy,C. Violation of user rights
Pakistan,2022,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Pakistan,2022,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Pakistan,2022,NF,c8,0,Cyberattacks,C. Violation of user rights
Pakistan,2022,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Pakistan,2022,NF,total_country_score,26,total_country_score,aggregation
Pakistan,2021,NF,a1,1,Infrastructural limitations,A. Obstructions to access
Pakistan,2021,NF,a2,0,Internet accesibility,A. Obstructions to access
Pakistan,2021,NF,a3,1,Government restrictions,A. Obstructions to access
Pakistan,2021,NF,a4,3,Service provider diversity,A. Obstructions to access
Pakistan,2021,NF,a5,0,Regulatory failure,A. Obstructions to access
Pakistan,2021,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2021,NF,b1,1,Blocked content,B. Limits on content
Pakistan,2021,NF,b2,1,Forced content deletion,B. Limits on content
Pakistan,2021,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Pakistan,2021,NF,b4,1,Self-censorship,B. Limits on content
Pakistan,2021,NF,b5,2,Information control and manipulation,B. Limits on content
Pakistan,2021,NF,b6,2,Constraints on publishing,B. Limits on content
Pakistan,2021,NF,b7,2,Lack diversity and reliability,B. Limits on content
Pakistan,2021,NF,b8,3,Constraints on communities,B. Limits on content
Pakistan,2021,NF,b_limits_on_content,13,b_limits_on_content,aggregation
Pakistan,2021,NF,c1,2,Legal protections,C. Violation of user rights
Pakistan,2021,NF,c2,0,Criminalised online activities,C. Violation of user rights
Pakistan,2021,NF,c3,1,Individuals penalised,C. Violation of user rights
Pakistan,2021,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Pakistan,2021,NF,c5,1,State infringement of privacy,C. Violation of user rights
Pakistan,2021,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Pakistan,2021,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Pakistan,2021,NF,c8,0,Cyberattacks,C. Violation of user rights
Pakistan,2021,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Pakistan,2021,NF,total_country_score,25,total_country_score,aggregation
Pakistan,2020,NF,a1,1,Infrastructural limitations,A. Obstructions to access
Pakistan,2020,NF,a2,0,Internet accesibility,A. Obstructions to access
Pakistan,2020,NF,a3,1,Government restrictions,A. Obstructions to access
Pakistan,2020,NF,a4,3,Service provider diversity,A. Obstructions to access
Pakistan,2020,NF,a5,0,Regulatory failure,A. Obstructions to access
Pakistan,2020,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2020,NF,b1,1,Blocked content,B. Limits on content
Pakistan,2020,NF,b2,2,Forced content deletion,B. Limits on content
Pakistan,2020,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Pakistan,2020,NF,b4,1,Self-censorship,B. Limits on content
Pakistan,2020,NF,b5,2,Information control and manipulation,B. Limits on content
Pakistan,2020,NF,b6,2,Constraints on publishing,B. Limits on content
Pakistan,2020,NF,b7,2,Lack diversity and reliability,B. Limits on content
Pakistan,2020,NF,b8,3,Constraints on communities,B. Limits on content
Pakistan,2020,NF,b_limits_on_content,14,b_limits_on_content,aggregation
Pakistan,2020,NF,c1,2,Legal protections,C. Violation of user rights
Pakistan,2020,NF,c2,0,Criminalised online activities,C. Violation of user rights
Pakistan,2020,NF,c3,1,Individuals penalised,C. Violation of user rights
Pakistan,2020,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Pakistan,2020,NF,c5,1,State infringement of privacy,C. Violation of user rights
Pakistan,2020,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Pakistan,2020,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Pakistan,2020,NF,c8,0,Cyberattacks,C. Violation of user rights
Pakistan,2020,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Pakistan,2020,NF,total_country_score,26,total_country_score,aggregation
Pakistan,2019,NF,a1,1,Infrastructural limitations,A. Obstructions to access
Pakistan,2019,NF,a2,0,Internet accesibility,A. Obstructions to access
Pakistan,2019,NF,a3,1,Government restrictions,A. Obstructions to access
Pakistan,2019,NF,a4,3,Service provider diversity,A. Obstructions to access
Pakistan,2019,NF,a5,0,Regulatory failure,A. Obstructions to access
Pakistan,2019,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2019,NF,b1,1,Blocked content,B. Limits on content
Pakistan,2019,NF,b2,2,Forced content deletion,B. Limits on content
Pakistan,2019,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Pakistan,2019,NF,b4,1,Self-censorship,B. Limits on content
Pakistan,2019,NF,b5,2,Information control and manipulation,B. Limits on content
Pakistan,2019,NF,b6,2,Constraints on publishing,B. Limits on content
Pakistan,2019,NF,b7,2,Lack diversity and reliability,B. Limits on content
Pakistan,2019,NF,b8,3,Constraints on communities,B. Limits on content
Pakistan,2019,NF,b_limits_on_content,14,b_limits_on_content,aggregation
Pakistan,2019,NF,c1,2,Legal protections,C. Violation of user rights
Pakistan,2019,NF,c2,0,Criminalised online activities,C. Violation of user rights
Pakistan,2019,NF,c3,1,Individuals penalised,C. Violation of user rights
Pakistan,2019,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Pakistan,2019,NF,c5,1,State infringement of privacy,C. Violation of user rights
Pakistan,2019,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Pakistan,2019,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Pakistan,2019,NF,c8,0,Cyberattacks,C. Violation of user rights
Pakistan,2019,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Pakistan,2019,NF,total_country_score,26,total_country_score,aggregation
Pakistan,2018,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2018,NF,b_limits_on_content,15,b_limits_on_content,aggregation
Pakistan,2018,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Pakistan,2018,NF,total_country_score,27,total_country_score,aggregation
Pakistan,2017,NF,a_obstacles_to_access,6,a_obstacles_to_access,aggregation
Pakistan,2017,NF,b_limits_on_content,15,b_limits_on_content,aggregation
Pakistan,2017,NF,c_violations_of_user_rights,8,c_violations_of_user_rights,aggregation
Pakistan,2017,NF,total_country_score,29,total_country_score,aggregation
Pakistan,2016,NF,a_obstacles_to_access,7,a_obstacles_to_access,aggregation
Pakistan,2016,NF,b_limits_on_content,15,b_limits_on_content,aggregation
Pakistan,2016,NF,c_violations_of_user_rights,9,c_violations_of_user_rights,aggregation
Pakistan,2016,NF,total_country_score,31,total_country_score,aggregation
Pakistan,2015,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2015,NF,b_limits_on_content,15,b_limits_on_content,aggregation
Pakistan,2015,NF,c_violations_of_user_rights,11,c_violations_of_user_rights,aggregation
Pakistan,2015,NF,total_country_score,31,total_country_score,aggregation
Pakistan,2014,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2014,NF,b_limits_on_content,15,b_limits_on_content,aggregation
Pakistan,2014,NF,c_violations_of_user_rights,11,c_violations_of_user_rights,aggregation
Pakistan,2014,NF,total_country_score,31,total_country_score,aggregation
Pakistan,2013,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Pakistan,2013,NF,b_limits_on_content,15,b_limits_on_content,aggregation
Pakistan,2013,NF,c_violations_of_user_rights,13,c_violations_of_user_rights,aggregation
Pakistan,2013,NF,total_country_score,33,total_country_score,aggregation
Pakistan,2012,NF,a_obstacles_to_access,6,a_obstacles_to_access,aggregation
Pakistan,2012,NF,b_limits_on_content,17,b_limits_on_content,aggregation
Pakistan,2012,NF,c_violations_of_user_rights,14,c_violations_of_user_rights,aggregation
Pakistan,2012,NF,total_country_score,37,total_country_score,aggregation
Pakistan,2011,PF,a_obstacles_to_access,9,a_obstacles_to_access,aggregation
Pakistan,2011,PF,b_limits_on_content,18,b_limits_on_content,aggregation
Pakistan,2011,PF,c_violations_of_user_rights,18,c_violations_of_user_rights,aggregation
Pakistan,2011,PF,total_country_score,45,total_country_score,aggregation
Philippines,2023,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Philippines,2023,PF,a2,1,Internet accesibility,A. Obstructions to access
Philippines,2023,PF,a3,5,Government restrictions,A. Obstructions to access
Philippines,2023,PF,a4,4,Service provider diversity,A. Obstructions to access
Philippines,2023,PF,a5,2,Regulatory failure,A. Obstructions to access
Philippines,2023,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Philippines,2023,PF,b1,4,Blocked content,B. Limits on content
Philippines,2023,PF,b2,3,Forced content deletion,B. Limits on content
Philippines,2023,PF,b3,3,"Opaque, unacccountable procedures",B. Limits on content
Philippines,2023,PF,b4,2,Self-censorship,B. Limits on content
Philippines,2023,PF,b5,1,Information control and manipulation,B. Limits on content
Philippines,2023,PF,b6,1,Constraints on publishing,B. Limits on content
Philippines,2023,PF,b7,3,Lack diversity and reliability,B. Limits on content
Philippines,2023,PF,b8,6,Constraints on communities,B. Limits on content
Philippines,2023,PF,b_limits_on_content,23,b_limits_on_content,aggregation
Philippines,2023,PF,c1,3,Legal protections,C. Violation of user rights
Philippines,2023,PF,c2,2,Criminalised online activities,C. Violation of user rights
Philippines,2023,PF,c3,3,Individuals penalised,C. Violation of user rights
Philippines,2023,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
Philippines,2023,PF,c5,3,State infringement of privacy,C. Violation of user rights
Philippines,2023,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Philippines,2023,PF,c7,2,Extralegal intimidation,C. Violation of user rights
Philippines,2023,PF,c8,2,Cyberattacks,C. Violation of user rights
Philippines,2023,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
Philippines,2023,PF,total_country_score,61,total_country_score,aggregation
Philippines,2022,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Philippines,2022,PF,a2,1,Internet accesibility,A. Obstructions to access
Philippines,2022,PF,a3,6,Government restrictions,A. Obstructions to access
Philippines,2022,PF,a4,4,Service provider diversity,A. Obstructions to access
Philippines,2022,PF,a5,2,Regulatory failure,A. Obstructions to access
Philippines,2022,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Philippines,2022,PF,b1,6,Blocked content,B. Limits on content
Philippines,2022,PF,b2,3,Forced content deletion,B. Limits on content
Philippines,2022,PF,b3,4,"Opaque, unacccountable procedures",B. Limits on content
Philippines,2022,PF,b4,2,Self-censorship,B. Limits on content
Philippines,2022,PF,b5,1,Information control and manipulation,B. Limits on content
Philippines,2022,PF,b6,1,Constraints on publishing,B. Limits on content
Philippines,2022,PF,b7,3,Lack diversity and reliability,B. Limits on content
Philippines,2022,PF,b8,6,Constraints on communities,B. Limits on content
Philippines,2022,PF,b_limits_on_content,26,b_limits_on_content,aggregation
Philippines,2022,PF,c1,3,Legal protections,C. Violation of user rights
Philippines,2022,PF,c2,2,Criminalised online activities,C. Violation of user rights
Philippines,2022,PF,c3,3,Individuals penalised,C. Violation of user rights
Philippines,2022,PF,c4,4,Restricted anonymous communication,C. Violation of user rights
Philippines,2022,PF,c5,3,State infringement of privacy,C. Violation of user rights
Philippines,2022,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Philippines,2022,PF,c7,2,Extralegal intimidation,C. Violation of user rights
Philippines,2022,PF,c8,1,Cyberattacks,C. Violation of user rights
Philippines,2022,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
Philippines,2022,PF,total_country_score,65,total_country_score,aggregation
Philippines,2021,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Philippines,2021,PF,a2,1,Internet accesibility,A. Obstructions to access
Philippines,2021,PF,a3,6,Government restrictions,A. Obstructions to access
Philippines,2021,PF,a4,4,Service provider diversity,A. Obstructions to access
Philippines,2021,PF,a5,2,Regulatory failure,A. Obstructions to access
Philippines,2021,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Philippines,2021,PF,b1,6,Blocked content,B. Limits on content
Philippines,2021,PF,b2,3,Forced content deletion,B. Limits on content
Philippines,2021,PF,b3,4,"Opaque, unacccountable procedures",B. Limits on content
Philippines,2021,PF,b4,2,Self-censorship,B. Limits on content
Philippines,2021,PF,b5,1,Information control and manipulation,B. Limits on content
Philippines,2021,PF,b6,1,Constraints on publishing,B. Limits on content
Philippines,2021,PF,b7,3,Lack diversity and reliability,B. Limits on content
Philippines,2021,PF,b8,6,Constraints on communities,B. Limits on content
Philippines,2021,PF,b_limits_on_content,26,b_limits_on_content,aggregation
Philippines,2021,PF,c1,3,Legal protections,C. Violation of user rights
Philippines,2021,PF,c2,2,Criminalised online activities,C. Violation of user rights
Philippines,2021,PF,c3,3,Individuals penalised,C. Violation of user rights
Philippines,2021,PF,c4,4,Restricted anonymous communication,C. Violation of user rights
Philippines,2021,PF,c5,3,State infringement of privacy,C. Violation of user rights
Philippines,2021,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Philippines,2021,PF,c7,2,Extralegal intimidation,C. Violation of user rights
Philippines,2021,PF,c8,1,Cyberattacks,C. Violation of user rights
Philippines,2021,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
Philippines,2021,PF,total_country_score,65,total_country_score,aggregation
Philippines,2020,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Philippines,2020,PF,a2,1,Internet accesibility,A. Obstructions to access
Philippines,2020,PF,a3,5,Government restrictions,A. Obstructions to access
Philippines,2020,PF,a4,4,Service provider diversity,A. Obstructions to access
Philippines,2020,PF,a5,2,Regulatory failure,A. Obstructions to access
Philippines,2020,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Philippines,2020,PF,b1,6,Blocked content,B. Limits on content
Philippines,2020,PF,b2,3,Forced content deletion,B. Limits on content
Philippines,2020,PF,b3,4,"Opaque, unacccountable procedures",B. Limits on content
Philippines,2020,PF,b4,2,Self-censorship,B. Limits on content
Philippines,2020,PF,b5,1,Information control and manipulation,B. Limits on content
Philippines,2020,PF,b6,1,Constraints on publishing,B. Limits on content
Philippines,2020,PF,b7,3,Lack diversity and reliability,B. Limits on content
Philippines,2020,PF,b8,6,Constraints on communities,B. Limits on content
Philippines,2020,PF,b_limits_on_content,26,b_limits_on_content,aggregation
Philippines,2020,PF,c1,2,Legal protections,C. Violation of user rights
Philippines,2020,PF,c2,2,Criminalised online activities,C. Violation of user rights
Philippines,2020,PF,c3,3,Individuals penalised,C. Violation of user rights
Philippines,2020,PF,c4,4,Restricted anonymous communication,C. Violation of user rights
Philippines,2020,PF,c5,3,State infringement of privacy,C. Violation of user rights
Philippines,2020,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Philippines,2020,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Philippines,2020,PF,c8,1,Cyberattacks,C. Violation of user rights
Philippines,2020,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
Philippines,2020,PF,total_country_score,64,total_country_score,aggregation
Philippines,2019,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Philippines,2019,PF,a2,1,Internet accesibility,A. Obstructions to access
Philippines,2019,PF,a3,5,Government restrictions,A. Obstructions to access
Philippines,2019,PF,a4,4,Service provider diversity,A. Obstructions to access
Philippines,2019,PF,a5,2,Regulatory failure,A. Obstructions to access
Philippines,2019,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Philippines,2019,PF,b1,6,Blocked content,B. Limits on content
Philippines,2019,PF,b2,3,Forced content deletion,B. Limits on content
Philippines,2019,PF,b3,4,"Opaque, unacccountable procedures",B. Limits on content
Philippines,2019,PF,b4,2,Self-censorship,B. Limits on content
Philippines,2019,PF,b5,1,Information control and manipulation,B. Limits on content
Philippines,2019,PF,b6,2,Constraints on publishing,B. Limits on content
Philippines,2019,PF,b7,3,Lack diversity and reliability,B. Limits on content
Philippines,2019,PF,b8,6,Constraints on communities,B. Limits on content
Philippines,2019,PF,b_limits_on_content,27,b_limits_on_content,aggregation
Philippines,2019,PF,c1,3,Legal protections,C. Violation of user rights
Philippines,2019,PF,c2,2,Criminalised online activities,C. Violation of user rights
Philippines,2019,PF,c3,3,Individuals penalised,C. Violation of user rights
Philippines,2019,PF,c4,4,Restricted anonymous communication,C. Violation of user rights
Philippines,2019,PF,c5,3,State infringement of privacy,C. Violation of user rights
Philippines,2019,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Philippines,2019,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Philippines,2019,PF,c8,1,Cyberattacks,C. Violation of user rights
Philippines,2019,PF,c_violations_of_user_rights,23,c_violations_of_user_rights,aggregation
Philippines,2019,PF,total_country_score,66,total_country_score,aggregation
Philippines,2018,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Philippines,2018,PF,b_limits_on_content,29,b_limits_on_content,aggregation
Philippines,2018,PF,c_violations_of_user_rights,24,c_violations_of_user_rights,aggregation
Philippines,2018,PF,total_country_score,69,total_country_score,aggregation
Philippines,2017,F,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Philippines,2017,F,b_limits_on_content,29,b_limits_on_content,aggregation
Philippines,2017,F,c_violations_of_user_rights,27,c_violations_of_user_rights,aggregation
Philippines,2017,F,total_country_score,72,total_country_score,aggregation
Philippines,2016,F,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Philippines,2016,F,b_limits_on_content,30,b_limits_on_content,aggregation
Philippines,2016,F,c_violations_of_user_rights,28,c_violations_of_user_rights,aggregation
Philippines,2016,F,total_country_score,74,total_country_score,aggregation
Philippines,2015,F,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Philippines,2015,F,b_limits_on_content,30,b_limits_on_content,aggregation
Philippines,2015,F,c_violations_of_user_rights,28,c_violations_of_user_rights,aggregation
Philippines,2015,F,total_country_score,73,total_country_score,aggregation
Philippines,2014,F,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Philippines,2014,F,b_limits_on_content,30,b_limits_on_content,aggregation
Philippines,2014,F,c_violations_of_user_rights,28,c_violations_of_user_rights,aggregation
Philippines,2014,F,total_country_score,73,total_country_score,aggregation
Philippines,2013,F,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Philippines,2013,F,b_limits_on_content,30,b_limits_on_content,aggregation
Philippines,2013,F,c_violations_of_user_rights,30,c_violations_of_user_rights,aggregation
Philippines,2013,F,total_country_score,75,total_country_score,aggregation
Philippines,2012,F,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Philippines,2012,F,b_limits_on_content,30,b_limits_on_content,aggregation
Philippines,2012,F,c_violations_of_user_rights,32,c_violations_of_user_rights,aggregation
Philippines,2012,F,total_country_score,77,total_country_score,aggregation
South Korea,2023,PF,a1,6,Infrastructural limitations,A. Obstructions to access
South Korea,2023,PF,a2,3,Internet accesibility,A. Obstructions to access
South Korea,2023,PF,a3,6,Government restrictions,A. Obstructions to access
South Korea,2023,PF,a4,5,Service provider diversity,A. Obstructions to access
South Korea,2023,PF,a5,2,Regulatory failure,A. Obstructions to access
South Korea,2023,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2023,PF,b1,3,Blocked content,B. Limits on content
South Korea,2023,PF,b2,2,Forced content deletion,B. Limits on content
South Korea,2023,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
South Korea,2023,PF,b4,3,Self-censorship,B. Limits on content
South Korea,2023,PF,b5,2,Information control and manipulation,B. Limits on content
South Korea,2023,PF,b6,3,Constraints on publishing,B. Limits on content
South Korea,2023,PF,b7,3,Lack diversity and reliability,B. Limits on content
South Korea,2023,PF,b8,6,Constraints on communities,B. Limits on content
South Korea,2023,PF,b_limits_on_content,24,b_limits_on_content,aggregation
South Korea,2023,PF,c1,3,Legal protections,C. Violation of user rights
South Korea,2023,PF,c2,2,Criminalised online activities,C. Violation of user rights
South Korea,2023,PF,c3,3,Individuals penalised,C. Violation of user rights
South Korea,2023,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
South Korea,2023,PF,c5,2,State infringement of privacy,C. Violation of user rights
South Korea,2023,PF,c6,3,Data monitoring and retention,C. Violation of user rights
South Korea,2023,PF,c7,3,Extralegal intimidation,C. Violation of user rights
South Korea,2023,PF,c8,2,Cyberattacks,C. Violation of user rights
South Korea,2023,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
South Korea,2023,PF,total_country_score,67,total_country_score,aggregation
South Korea,2022,PF,a1,6,Infrastructural limitations,A. Obstructions to access
South Korea,2022,PF,a2,3,Internet accesibility,A. Obstructions to access
South Korea,2022,PF,a3,6,Government restrictions,A. Obstructions to access
South Korea,2022,PF,a4,5,Service provider diversity,A. Obstructions to access
South Korea,2022,PF,a5,2,Regulatory failure,A. Obstructions to access
South Korea,2022,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2022,PF,b1,3,Blocked content,B. Limits on content
South Korea,2022,PF,b2,2,Forced content deletion,B. Limits on content
South Korea,2022,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
South Korea,2022,PF,b4,3,Self-censorship,B. Limits on content
South Korea,2022,PF,b5,2,Information control and manipulation,B. Limits on content
South Korea,2022,PF,b6,3,Constraints on publishing,B. Limits on content
South Korea,2022,PF,b7,3,Lack diversity and reliability,B. Limits on content
South Korea,2022,PF,b8,6,Constraints on communities,B. Limits on content
South Korea,2022,PF,b_limits_on_content,24,b_limits_on_content,aggregation
South Korea,2022,PF,c1,3,Legal protections,C. Violation of user rights
South Korea,2022,PF,c2,2,Criminalised online activities,C. Violation of user rights
South Korea,2022,PF,c3,3,Individuals penalised,C. Violation of user rights
South Korea,2022,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
South Korea,2022,PF,c5,2,State infringement of privacy,C. Violation of user rights
South Korea,2022,PF,c6,3,Data monitoring and retention,C. Violation of user rights
